Year|Month|DayofMonth|DayOfWeek|DepTime|CRSDepTime|ArrTime|CRSArrTime|UniqueCarrier|FlightNum|TailNum|ActualElapsedTime|CRSElapsedTime|AirTime|ArrDelay|DepDelay|Origin|Dest|Distance|TaxiIn|TaxiOut|Cancelled|CancellationCode|Diverted|CarrierDelay|WeatherDelay|NASDelay|SecurityDelay|LateAircraftDelay
2008|3|24|1|1103|1110|1440|1425|DL|1407|N994DL|217|195|196|15|-7|BOS|MCO|1121|7|14|0||0|0|0|15|0|0
2008|5|18|7|1603|1605|1926|1943|UA|1534|N478UA|143|158|123|-17|-2|ORD|MCO|1005|4|16|0||0|NA|NA|NA|NA|NA
2008|6|22|7|2058|2100|2208|2155|XE|2803|N15926|70|55|35|13|-2|IAH|SHV|192|7|28|0||0|NA|NA|NA|NA|NA
2008|12|12|5|717|720|827|846|OO|4543|N448SW|70|86|55|-19|-3|HLN|SLC|402|4|11|0||0|NA|NA|NA|NA|NA
2008|6|21|6|1616|1615|1743|1740|MQ|4522|N836AE|87|85|66|3|1|MIA|TLH|403|3|18|0||0|NA|NA|NA|NA|NA
2008|4|23|3|1823|1830|2043|2042|XE|2988|N18982|140|132|116|1|-7|CAE|EWR|602|12|12|0||0|NA|NA|NA|NA|NA
2008|8|16|6|705|710|932|951|DL|242|N712TW|147|161|129|-19|-5|MCO|JFK|944|10|8|0||0|NA|NA|NA|NA|NA
2008|2|25|1|756|800|1105|1136|DL|1879|N990DL|189|216|170|-31|-4|BOS|TPA|1185|3|16|0||0|NA|NA|NA|NA|NA
2008|9|29|1|1423|1428|1516|1530|MQ|3234|N298AE|53|62|42|-14|-5|ABI|DFW|158|6|5|0||0|NA|NA|NA|NA|NA
2008|8|24|7|1451|1455|1918|1927|F9|364|N908FR|147|152|127|-9|-4|DEN|SDF|1023|8|12|0||0|NA|NA|NA|NA|NA
2008|9|13|6|NA|1320|NA|1759|CO|1529||NA|159|NA|NA|NA|PHX|IAH|1009|NA|NA|1|B|0|NA|NA|NA|NA|NA
2008|10|28|2|947|955|1301|1230|US|19|N672AW|374|335|273|31|-8|JFK|PHX|2153|5|96|0||0|0|0|31|0|0
2008|4|6|7|939|940|1043|1113|9E|5819|86599E|64|93|41|-30|-1|PIT|DTW|201|10|13|0||0|NA|NA|NA|NA|NA
2008|3|24|1|630|633|833|825|NW|947|N771NC|123|112|82|8|-3|MKE|MEM|556|8|33|0||0|NA|NA|NA|NA|NA
2008|1|17|4|1920|1925|2140|2141|US|1514|N187US|80|76|54|-1|-5|SAN|PHX|304|9|17|0||0|NA|NA|NA|NA|NA
2008|6|8|7|952|950|1148|1204|US|821|N124US|116|134|99|-16|2|BOS|CLT|728|3|14|0||0|NA|NA|NA|NA|NA
2008|10|30|4|2045|2045|2153|2155|WN|982|N204WN|68|70|54|-2|0|BWI|ALB|288|4|10|0||0|NA|NA|NA|NA|NA
2008|4|19|6|1102|1106|1213|1210|EV|4187|N889AS|131|124|109|3|-4|ATL|TUL|674|4|18|0||0|NA|NA|NA|NA|NA
2008|4|20|7|2007|2010|2224|2230|WN|803|N333SW|137|140|119|-6|-3|MCO|PIT|834|4|14|0||0|NA|NA|NA|NA|NA
2008|11|14|5|1501|1505|1608|1621|YV|7103|N444YV|67|76|49|-13|-4|DEN|GJT|212|2|16|0||0|NA|NA|NA|NA|NA
2008|3|24|1|655|700|747|756|OO|6336|N770SK|52|56|31|-9|-5|SFO|RNO|192|5|16|0||0|NA|NA|NA|NA|NA
2008|10|25|6|1946|1950|2048|2113|OO|6210|N755SK|182|203|161|-25|-4|DFW|LAX|1235|8|13|0||0|NA|NA|NA|NA|NA
2008|7|23|3|743|748|826|840|MQ|3060|N240DS|43|52|29|-14|-5|SAN|LAX|109|6|8|0||0|NA|NA|NA|NA|NA
2008|1|7|1|721|729|919|935|NW|533|N322US|118|126|84|-16|-8|LGA|DTW|501|10|24|0||0|NA|NA|NA|NA|NA
2008|10|27|1|1854|1855|2015|2014|XE|2118|N16963|81|79|65|1|-1|CLE|ALB|424|4|12|0||0|NA|NA|NA|NA|NA
2008|5|17|6|1653|1655|1804|1810|WN|2404|N326SW|71|75|62|-6|-2|LAX|SMF|373|4|5|0||0|NA|NA|NA|NA|NA
2008|9|3|3|1149|1155|1836|1840|US|230|N818AW|227|225|199|-4|-6|PHX|DTW|1671|11|17|0||0|NA|NA|NA|NA|NA
2008|5|14|3|919|920|953|1020|WN|2045|N387SW|94|120|79|-27|-1|SLC|LAX|590|9|6|0||0|NA|NA|NA|NA|NA
2008|9|6|6|1842|1830|2001|2010|UA|655|N843UA|139|160|108|-9|12|EWR|ORD|719|8|23|0||0|NA|NA|NA|NA|NA
2008|7|13|7|1505|1515|1815|1700|OH|5076|N818CA|190|105|87|75|-10|CMH|LGA|478|16|87|0||0|0|0|75|0|0
2008|6|10|2|603|605|714|725|WN|626|N228WN|71|80|58|-11|-2|MCI|MDW|405|4|9|0||0|NA|NA|NA|NA|NA
2008|11|7|5|835|840|933|950|AA|1331|N446AA|58|70|45|-17|-5|DFW|SAT|247|3|10|0||0|NA|NA|NA|NA|NA
2008|9|11|4|1707|1710|1813|1811|OO|3573|N216SW|66|61|37|2|-3|SLC|PIH|150|3|26|0||0|NA|NA|NA|NA|NA
2008|9|23|2|606|615|600|620|MQ|4120|N900AE|54|65|43|-20|-9|TVC|ORD|224|5|6|0||0|NA|NA|NA|NA|NA
2008|4|2|3|NA|1025|NA|1200|AA|1919||NA|95|NA|NA|NA|MEM|DFW|432|NA|NA|1|A|0|NA|NA|NA|NA|NA
2008|3|13|4|1231|1230|1343|1343|XE|2773|N14939|72|73|55|0|1|IAH|JAN|351|5|12|0||0|NA|NA|NA|NA|NA
2008|11|5|3|1927|1930|2031|2030|9E|2661|84099E|64|60|34|1|-3|MEM|JAN|189|9|21|0||0|NA|NA|NA|NA|NA
2008|11|16|7|1009|600|1028|613|YV|7087|N77181|79|73|40|255|249|TVC|ORD|224|9|30|0||0|0|255|0|0|0
2008|5|27|2|1032|1040|1140|1145|AA|1045|N259AA|128|125|111|-5|-8|DCA|STL|719|6|11|0||0|NA|NA|NA|NA|NA
2008|5|2|5|1235|1235|1308|1309|YV|1026|N646BR|33|34|21|-1|0|LIH|HNL|102|4|8|0||0|NA|NA|NA|NA|NA
2008|11|15|6|1401|1405|1433|1435|HA|174|N489HA|32|30|19|-2|-4|LIH|HNL|102|6|7|0||0|NA|NA|NA|NA|NA
2008|1|3|4|1905|1909|2030|2040|9E|3755|80319E|145|151|107|-10|-4|DTW|TUL|790|6|32|0||0|NA|NA|NA|NA|NA
2008|9|21|7|1821|1820|1923|1925|WN|1276|N607SW|62|65|50|-2|1|OMA|STL|342|4|8|0||0|NA|NA|NA|NA|NA
2008|9|8|1|1158|1202|1319|1337|OO|5972|N906SW|141|155|124|-18|-4|DEN|BFL|845|4|13|0||0|NA|NA|NA|NA|NA
2008|11|3|1|2006|2010|2146|2152|DL|1296|N903DE|100|102|78|-6|-4|ATL|PIT|526|7|15|0||0|NA|NA|NA|NA|NA
2008|4|12|6|1457|1505|1600|1604|OO|3827|N461SW|123|119|96|-4|-8|SLC|PDX|630|4|23|0||0|NA|NA|NA|NA|NA
2008|3|8|6|741|745|841|857|UA|605|N804UA|120|132|94|-16|-4|DCA|ORD|612|6|20|0||0|NA|NA|NA|NA|NA
2008|12|22|1|1528|1542|1558|1613|HA|318|N481HA|30|31|19|-15|-14|OGG|KOA|84|4|7|0||0|NA|NA|NA|NA|NA
2008|1|6|7|1931|1830|2130|2040|WN|1600|N354SW|119|130|109|50|61|SJC|SEA|697|2|8|0||0|43|0|0|0|7
2008|5|20|2|929|930|912|910|OO|2635|N468CA|43|40|29|2|-1|GRR|MKE|120|3|11|0||0|NA|NA|NA|NA|NA
2008|6|4|3|1432|1420|1637|1604|XE|216|N12163|245|224|230|33|12|SAT|SMF|1463|4|11|0||0|5|0|21|0|7
2008|1|8|2|921|925|1412|1429|XE|224|N14198|171|184|159|-17|-4|SMF|OKC|1342|4|8|0||0|NA|NA|NA|NA|NA
2008|12|23|2|2159|2135|2332|2307|F9|221|N930FR|153|152|137|25|24|DEN|SMF|910|5|11|0||0|7|0|12|0|6
2008|1|27|7|1037|1000|1211|1110|AA|1599|N279AA|94|70|45|61|37|DFW|IAH|224|3|46|0||0|37|0|24|0|0
2008|2|26|2|1524|1528|1801|1818|OO|6360|N916SW|97|110|79|-17|-4|SFO|SLC|599|3|15|0||0|NA|NA|NA|NA|NA
2008|9|18|4|746|755|925|942|XE|2810|N14937|99|107|84|-17|-9|ICT|IAH|542|4|11|0||0|NA|NA|NA|NA|NA
2008|4|19|6|1534|1540|1745|1801|US|1282|N419US|131|141|116|-16|-6|PBI|DCA|857|5|10|0||0|NA|NA|NA|NA|NA
2008|9|13|6|1504|1514|1540|1548|HA|161|N476HA|36|34|22|-8|-10|OGG|HNL|100|5|9|0||0|NA|NA|NA|NA|NA
2008|3|5|3|1256|1255|1300|1300|WN|3777|N622SW|64|65|46|0|1|PHX|LAS|256|4|14|0||0|NA|NA|NA|NA|NA
2008|11|25|2|1521|1518|1618|1629|OO|5703|N292SW|57|71|49|-11|3|SBA|SJC|234|2|6|0||0|NA|NA|NA|NA|NA
2008|4|18|5|837|840|1012|1019|US|1026|N924UW|95|99|77|-7|-3|TPA|CLT|508|8|10|0||0|NA|NA|NA|NA|NA
2008|1|2|3|1037|1040|1216|1215|XE|2304|N13978|99|95|79|1|-3|AMA|IAH|519|9|11|0||0|NA|NA|NA|NA|NA
2008|4|30|3|848|852|1218|1220|FL|844|N300AT|150|148|127|-2|-4|MDW|MCO|989|7|16|0||0|NA|NA|NA|NA|NA
2008|11|13|4|924|930|1016|1043|US|926|N419US|112|133|96|-27|-6|CLT|ORD|599|4|12|0||0|NA|NA|NA|NA|NA
2008|2|25|1|1215|1215|1212|1220|WN|1424|N489WN|57|65|43|-8|0|DTW|MDW|229|5|9|0||0|NA|NA|NA|NA|NA
2008|5|16|5|600|600|644|707|YV|7060|N37208|104|127|83|-23|0|ABE|ORD|654|14|7|0||0|NA|NA|NA|NA|NA
2008|1|9|3|839|830|1102|1049|EV|4684|N830AS|83|79|58|13|9|MEM|ATL|332|8|17|0||0|NA|NA|NA|NA|NA
2008|3|6|4|2003|1850|2336|2212|UA|514|N342UA|153|142|126|84|73|ORD|JAX|865|6|21|0||0|7|0|11|0|66
2008|9|17|3|1750|1728|1900|1857|UA|649|N924UA|70|89|57|3|22|ORD|OMA|416|3|10|0||0|NA|NA|NA|NA|NA
2008|6|12|4|1953|1930|2052|2030|WN|907|N623SW|59|60|47|22|23|LIT|DAL|296|5|7|0||0|7|0|0|0|15
2008|2|20|3|1356|1400|1516|1523|US|2174|N751UW|80|83|43|-7|-4|DCA|LGA|214|4|33|0||0|NA|NA|NA|NA|NA
2008|8|22|5|1925|1930|2241|2300|MQ|3781|N932AE|136|150|120|-19|-5|DFW|GRR|931|3|13|0||0|NA|NA|NA|NA|NA
2008|3|29|6|1009|1010|1237|1230|NW|1242|N401EA|88|80|51|7|-1|ORD|DTW|235|15|22|0||0|NA|NA|NA|NA|NA
2008|6|3|2|1107|1110|1248|1230|AA|1885|N429AA|221|200|196|18|-3|DFW|FAT|1313|7|18|0||0|0|0|18|0|0
2008|7|12|6|707|710|807|820|OH|5429|N655CA|60|70|46|-13|-3|PIT|CVG|256|2|12|0||0|NA|NA|NA|NA|NA
2008|8|13|3|1254|1300|1345|1357|OO|5503|N566SW|51|57|28|-12|-6|LAX|SMX|135|4|19|0||0|NA|NA|NA|NA|NA
2008|3|20|4|1724|1615|1933|1818|9E|3755|89689E|129|123|95|75|69|RIC|DTW|456|12|22|0||0|69|0|6|0|0
2008|7|5|6|800|800|1118|1119|OH|5600|N690CA|138|139|112|-1|0|DFW|CVG|812|6|20|0||0|NA|NA|NA|NA|NA
2008|3|20|4|1231|1235|1435|1433|9E|2969|89869E|124|118|88|2|-4|RIC|DTW|456|15|21|0||0|NA|NA|NA|NA|NA
2008|3|26|3|1720|1730|2020|2025|AS|707|N773AS|180|175|162|-5|-10|PHX|PDX|1009|4|14|0||0|NA|NA|NA|NA|NA
2008|2|26|2|1251|1300|1421|1420|US|775|N745VJ|90|80|58|1|-9|CLT|DCA|331|8|24|0||0|NA|NA|NA|NA|NA
2008|9|3|3|843|851|1046|1107|FL|958|N326AT|123|136|109|-21|-8|BWI|TPA|842|6|8|0||0|NA|NA|NA|NA|NA
2008|6|24|2|1251|1255|1622|1630|AA|348|N429AA|151|155|133|-8|-4|DFW|RSW|1017|5|13|0||0|NA|NA|NA|NA|NA
2008|3|25|2|1901|1855|2204|2215|WN|222|N231WN|123|140|110|-11|6|BNA|BDL|852|3|10|0||0|NA|NA|NA|NA|NA
2008|10|28|2|1339|1347|1426|1439|OO|3924|N413SW|107|112|89|-13|-8|SLC|TUS|601|3|15|0||0|NA|NA|NA|NA|NA
2008|6|28|6|1324|1330|1529|1545|MQ|3979|N668HH|65|75|46|-16|-6|ORD|SDF|286|5|14|0||0|NA|NA|NA|NA|NA
2008|9|23|2|1014|1020|1106|1114|UA|748|N419UA|52|54|33|-8|-6|SFO|RNO|192|5|14|0||0|NA|NA|NA|NA|NA
2008|9|12|5|1344|1349|1445|1453|FL|947|N932AT|61|64|41|-8|-5|ATL|JAX|270|6|14|0||0|NA|NA|NA|NA|NA
2008|10|23|4|903|905|958|1009|DL|1769|N387DA|235|244|216|-11|-2|CVG|PHX|1569|5|14|0||0|NA|NA|NA|NA|NA
2008|7|7|1|1117|1058|1225|1204|DL|1846|N967DL|68|66|36|21|19|ATL|SAV|215|6|26|0||0|4|0|2|0|15
2008|9|27|6|1726|1725|1831|1830|WN|1295|N227WN|65|65|52|1|1|PHX|ONT|325|4|9|0||0|NA|NA|NA|NA|NA
2008|3|24|1|1650|1642|1842|1841|UA|921|N572UA|232|239|206|1|8|IAD|DEN|1452|11|15|0||0|NA|NA|NA|NA|NA
2008|2|28|4|932|930|1102|1110|WN|1952|N628SW|90|100|78|-8|2|ABQ|SLC|493|3|9|0||0|NA|NA|NA|NA|NA
2008|12|18|4|2035|1955|2137|2110|MQ|4325|N615MQ|122|135|91|27|40|CLT|ORD|599|7|24|0||0|0|5|0|0|22
2008|10|6|1|1903|1913|2043|2100|OH|6522|N796CA|100|107|65|-17|-10|RDU|LGA|431|8|27|0||0|NA|NA|NA|NA|NA
2008|4|23|3|1938|1945|2058|2111|FL|849|N998AT|80|86|61|-13|-7|ATL|MCO|403|6|13|0||0|NA|NA|NA|NA|NA
2008|1|20|7|1932|1925|2249|2235|AA|874|N572AA|137|130|97|14|7|ORD|BOS|867|4|36|0||0|NA|NA|NA|NA|NA
2008|7|13|7|1615|1620|1854|1843|OH|5327|N779CA|99|83|88|11|-5|GRB|CVG|416|1|10|0||0|NA|NA|NA|NA|NA
2008|10|23|4|726|730|829|835|WN|67|N749SW|63|65|53|-6|-4|GEG|PDX|279|3|7|0||0|NA|NA|NA|NA|NA
2008|3|11|2|1430|1421|1638|1621|NW|531|N351NW|128|120|86|17|9|LGA|DTW|501|9|33|0||0|9|0|8|0|0
2008|7|29|2|626|630|840|820|9E|5725|87909E|134|110|95|20|-4|MSN|MEM|559|9|30|0||0|0|0|20|0|0
2008|10|2|4|1030|1030|1206|1216|DL|1268|N687DL|96|106|76|-10|0|PBI|ATL|545|6|14|0||0|NA|NA|NA|NA|NA
2008|5|25|7|2043|2045|2238|2150|AA|1869|N200AA|115|65|78|48|-2|ORD|STL|258|3|34|0||0|0|0|48|0|0
2008|12|7|7|1214|1215|1732|1734|NW|1759|N340NB|198|199|175|-2|-1|PSP|MSP|1454|6|17|0||0|NA|NA|NA|NA|NA
2008|1|9|3|1523|1505|1649|1635|WN|280|N420WN|86|90|71|14|18|LAS|OAK|407|4|11|0||0|NA|NA|NA|NA|NA
2008|7|10|4|910|915|1019|1026|EV|4498|N921EV|69|71|44|-7|-5|CVG|GRR|268|5|20|0||0|NA|NA|NA|NA|NA
2008|10|23|4|1134|1130|1237|1239|US|450|N625AW|243|249|221|-2|4|ATL|PHX|1587|5|17|0||0|NA|NA|NA|NA|NA
2008|8|18|1|1950|2000|2155|2213|OH|5417|N807CA|125|133|85|-18|-10|LGA|GSP|610|7|33|0||0|NA|NA|NA|NA|NA
2008|3|7|5|1211|1218|1407|1404|UA|1450|N449UA|116|106|92|3|-7|PHX|DEN|602|8|16|0||0|NA|NA|NA|NA|NA
2008|12|10|3|826|830|1205|1121|DL|705|N690DL|219|171|174|44|-4|BOS|ATL|946|27|18|0||0|0|0|44|0|0
2008|11|4|2|1517|1527|1658|1721|UA|1691|N480UA|101|114|83|-23|-10|TUS|DEN|639|8|10|0||0|NA|NA|NA|NA|NA
2008|4|9|3|2151|2130|NA|2249|XE|2133|N11150|NA|139|NA|NA|21|IAH|COS|809|NA|23|0||1|NA|NA|NA|NA|NA
2008|8|6|3|1200|1145|1453|1446|OH|5081|N548CA|173|181|139|7|15|LGA|TPA|1011|6|28|0||0|NA|NA|NA|NA|NA
2008|9|2|2|2129|2130|2315|2330|9E|3710|89369E|106|120|80|-15|-1|DTW|CAE|583|8|18|0||0|NA|NA|NA|NA|NA
2008|3|10|1|552|600|717|725|XE|2644|N15926|85|85|64|-8|-8|GPT|IAH|376|9|12|0||0|NA|NA|NA|NA|NA
2008|4|25|5|825|825|944|940|MQ|3190|N821AE|79|75|52|4|0|LAX|SJC|308|2|25|0||0|NA|NA|NA|NA|NA
2008|11|10|1|559|600|707|712|XE|2821|N16151|128|132|107|-5|-1|ATL|IAH|689|6|15|0||0|NA|NA|NA|NA|NA
2008|3|25|2|600|605|828|815|WN|2359|N469WN|208|190|186|13|-5|FLL|MDW|1166|5|17|0||0|NA|NA|NA|NA|NA
2008|9|25|4|1740|1707|1924|1855|OH|6417|N721CA|104|108|86|29|33|SAV|CVG|515|3|15|0||0|0|29|0|0|0
2008|12|28|7|2057|2100|2207|2220|OO|7775|N576SW|70|80|56|-13|-3|SLC|SGU|269|3|11|0||0|NA|NA|NA|NA|NA
2008|1|2|3|1553|1525|1626|1602|AQ|271|N837AL|33|37|22|24|28|HNL|LIH|102|3|8|0||0|0|0|0|0|24
2008|1|19|6|1301|1300|1327|1335|MQ|3705|N663AR|86|95|70|-8|1|DFW|ROW|435|4|12|0||0|NA|NA|NA|NA|NA
2008|4|17|4|2241|2253|2314|2325|OO|5775|N584SW|33|32|15|-11|-12|IPL|YUM|58|6|12|0||0|NA|NA|NA|NA|NA
2008|8|17|7|624|630|1141|1151|NW|594|N533US|197|201|175|-10|-6|PDX|MSP|1426|7|15|0||0|NA|NA|NA|NA|NA
2008|5|3|6|730|730|1028|1006|OO|4065|N668CA|238|216|221|22|0|MSY|SLC|1428|8|9|0||0|0|0|22|0|0
2008|4|28|1|624|625|855|905|WN|204|N473WN|91|100|80|-10|-1|MSY|MCO|550|5|6|0||0|NA|NA|NA|NA|NA
2008|12|6|6|848|855|1323|1344|DL|1232|N698DL|155|169|134|-21|-7|DEN|ATL|1199|7|14|0||0|NA|NA|NA|NA|NA
2008|11|10|1|1350|1355|1530|1535|MQ|4655|N715MQ|100|100|76|-5|-5|JFK|RDU|426|5|19|0||0|NA|NA|NA|NA|NA
2008|12|4|4|1133|1100|1341|1319|OO|6022|N743SK|68|79|49|22|33|ORD|DTW|235|8|11|0||0|0|0|0|0|22
2008|12|29|1|1030|1029|1419|1445|NW|436|N501US|169|196|156|-26|1|MSP|TPA|1307|3|10|0||0|NA|NA|NA|NA|NA
2008|1|25|5|1334|1328|1419|1417|AS|152|N782AS|45|49|32|2|6|OME|OTZ|183|5|8|0||0|NA|NA|NA|NA|NA
2008|4|24|4|914|915|1006|1015|WN|3330|N211WN|52|60|40|-9|-1|STL|MDW|251|4|8|0||0|NA|NA|NA|NA|NA
2008|11|11|2|1122|1115|1251|1250|AA|2224|N557AA|89|95|70|1|7|MFE|DFW|468|11|8|0||0|NA|NA|NA|NA|NA
2008|8|18|1|1115|1110|1220|1202|DL|1183|N902DA|125|112|99|18|5|SLC|SJC|585|4|22|0||0|0|0|18|0|0
2008|8|26|2|2145|2150|2308|2315|US|387|N837AW|83|85|63|-7|-5|LAS|SMF|397|5|15|0||0|NA|NA|NA|NA|NA
2008|1|7|1|1858|1837|2108|2043|AS|333|N581AS|130|126|99|25|21|SFO|SEA|679|8|23|0||0|0|0|4|0|21
2008|12|9|2|1331|1335|1515|1520|AA|1803|N424AA|164|165|139|-5|-4|DAY|DFW|861|5|20|0||0|NA|NA|NA|NA|NA
2008|9|4|4|1929|1916|2017|2015|NW|1119|N9346|48|59|31|2|13|DTW|CMH|155|4|13|0||0|NA|NA|NA|NA|NA
2008|10|30|4|1243|1030|1552|1405|CO|1690|N17233|129|155|113|107|133|IAH|MIA|964|4|12|0||0|107|0|0|0|0
2008|8|14|4|2033|2038|2210|2213|DL|1593|N906DE|97|95|65|-3|-5|ATL|MLB|443|9|23|0||0|NA|NA|NA|NA|NA
2008|12|22|1|1803|1746|1932|1909|DL|1064|N920DE|89|83|42|23|17|CLT|ATL|227|9|38|0||0|0|0|6|0|17
2008|9|2|2|1051|1100|1205|1220|OO|6515|N983SW|74|80|53|-15|-9|LAX|OAK|337|4|17|0||0|NA|NA|NA|NA|NA
2008|2|8|5|908|910|1038|1035|MQ|3156|N821AE|90|85|69|3|-2|SJC|SAN|417|8|13|0||0|NA|NA|NA|NA|NA
2008|12|25|4|925|930|1035|1105|MQ|4734|N809MQ|70|95|57|-30|-5|RDU|LGA|431|4|9|0||0|NA|NA|NA|NA|NA
2008|2|10|7|1306|1255|1905|1855|UA|116|N565UA|239|240|204|10|11|LAX|ORD|1745|21|14|0||0|NA|NA|NA|NA|NA
2008|8|31|7|1617|1625|1727|1725|US|852|N722US|70|60|35|2|-8|CLT|MYR|156|6|29|0||0|NA|NA|NA|NA|NA
2008|5|10|6|859|905|1008|1010|WN|751|N334SW|69|65|56|-2|-6|DAL|MAF|319|3|10|0||0|NA|NA|NA|NA|NA
2008|4|24|4|1532|1535|1821|1820|B6|290|N569JB|109|105|83|1|-3|SFO|SLC|599|7|19|0||0|NA|NA|NA|NA|NA
2008|11|9|7|1814|1815|1955|2010|MQ|4514|N657MQ|101|115|85|-15|-1|TUL|ORD|585|4|12|0||0|NA|NA|NA|NA|NA
2008|6|26|4|600|600|706|705|WN|2317|N231WN|66|65|52|1|0|PHX|SAN|304|3|11|0||0|NA|NA|NA|NA|NA
2008|5|26|1|656|657|938|949|UA|37|N590UA|342|352|324|-11|-1|MCO|SFO|2445|4|14|0||0|NA|NA|NA|NA|NA
2008|4|11|5|1120|1110|1319|1310|XE|302|N11544|119|120|103|9|10|SMF|TUS|752|6|10|0||0|NA|NA|NA|NA|NA
2008|2|18|1|1017|1015|1330|1324|XE|226|N16561|133|129|111|6|2|SMF|ABQ|866|9|13|0||0|NA|NA|NA|NA|NA
2008|12|27|6|2210|2045|50|2325|WN|315|N329SW|100|100|87|85|85|BNA|TPA|612|4|9|0||0|71|0|0|0|14
2008|5|29|4|743|745|809|820|9E|4716|85019E|86|95|71|-11|-2|IND|MCI|451|4|11|0||0|NA|NA|NA|NA|NA
2008|11|6|4|623|625|752|800|WN|823|N279WN|89|95|76|-8|-2|TUL|HOU|453|6|7|0||0|NA|NA|NA|NA|NA
2008|10|7|2|1426|1230|1734|1548|UA|336|N664UA|128|138|111|106|116|LAX|DEN|862|6|11|0||0|106|0|0|0|0
2008|2|19|2|613|614|920|920|UA|402|N364UA|127|126|108|0|-1|PSP|DEN|776|6|13|0||0|NA|NA|NA|NA|NA
2008|1|27|7|1034|1015|1533|1510|AA|1802|N449AA|179|175|139|23|19|SAN|DFW|1171|26|14|0||0|0|0|4|0|19
2008|2|26|2|1146|1145|1321|1340|WN|517|N712SW|155|175|142|-19|1|MCI|PHX|1044|4|9|0||0|NA|NA|NA|NA|NA
2008|4|20|7|957|1000|1647|1700|DL|1604|N703TW|230|240|196|-13|-3|LAS|ATL|1747|8|26|0||0|NA|NA|NA|NA|NA
2008|10|3|5|1509|1510|1758|1815|9E|5677|85019E|109|125|89|-17|-1|MSP|PIT|726|6|14|0||0|NA|NA|NA|NA|NA
2008|6|30|1|1645|1650|1737|1755|WN|2213|N277WN|52|65|43|-18|-5|LBB|DAL|293|2|7|0||0|NA|NA|NA|NA|NA
2008|12|4|4|1936|1936|2129|2112|EV|5510|N730EV|113|96|67|17|0|ATL|CAK|528|3|43|0||0|0|0|17|0|0
2008|5|30|5|1130|1135|1443|1500|AA|1436|N554AA|133|145|119|-17|-5|DFW|CLT|936|5|9|0||0|NA|NA|NA|NA|NA
2008|3|7|5|1009|1010|1155|1150|OO|3786|N448SW|106|100|70|5|-1|SLC|ABQ|493|6|30|0||0|NA|NA|NA|NA|NA
2008|10|10|5|633|638|738|752|UA|1480|N441UA|65|74|44|-14|-5|LAX|LAS|236|6|15|0||0|NA|NA|NA|NA|NA
2008|8|29|5|1344|1345|1427|1429|OO|5764|N218SW|43|44|30|-2|-1|PDX|RDM|116|3|10|0||0|NA|NA|NA|NA|NA
2008|9|3|3|2014|2014|2232|2151|XE|1210|N12924|138|97|42|41|0|EWR|IAD|213|5|91|0||0|0|0|41|0|0
2008|10|10|5|1527|1525|1647|1655|US|933|N435US|80|90|67|-8|2|PIT|CLT|366|4|9|0||0|NA|NA|NA|NA|NA
2008|1|24|4|2313|2045|5|2131|OO|5523|N583SW|52|46|25|154|148|LAX|SBA|89|4|23|0||0|154|0|0|0|0
2008|5|12|1|1243|1245|1558|1612|CO|300|N14347|135|147|107|-14|-2|IAH|IND|845|18|10|0||0|NA|NA|NA|NA|NA
2008|10|25|6|2135|2135|40|2357|DL|1424|N919DE|185|142|156|43|0|ATL|BDL|859|6|23|0||0|0|0|43|0|0
2008|7|20|7|1627|1630|1905|1908|XE|424|N14198|158|158|143|-3|-3|GEG|SAN|1027|4|11|0||0|NA|NA|NA|NA|NA
2008|6|22|7|1308|1300|1401|1355|US|1109|N434US|53|55|37|6|8|MYR|CLT|156|5|11|0||0|NA|NA|NA|NA|NA
2008|4|1|2|653|655|902|854|UA|1200|N552UA|129|119|98|8|-2|SFO|SEA|679|10|21|0||0|NA|NA|NA|NA|NA
2008|7|1|2|751|755|852|914|US|126|N307AW|61|79|48|-22|-4|SNA|LAS|226|6|7|0||0|NA|NA|NA|NA|NA
2008|7|9|3|858|900|1609|1603|NW|264|N345NW|251|243|205|6|-2|PHX|DTW|1671|14|32|0||0|NA|NA|NA|NA|NA
2008|2|17|7|1859|1859|2126|2133|NW|669|N984US|147|154|114|-7|0|LGA|IND|659|14|19|0||0|NA|NA|NA|NA|NA
2008|12|13|6|1108|1110|1225|1235|WN|2990|N908WN|77|85|65|-10|-2|MDW|OMA|423|3|9|0||0|NA|NA|NA|NA|NA
2008|12|28|7|1108|1113|1120|1125|EV|5530|N842AS|72|72|39|-5|-5|ATL|GTR|241|3|30|0||0|NA|NA|NA|NA|NA
2008|1|5|6|659|700|832|827|FL|220|N987AT|93|87|73|5|-1|PHF|BOS|464|11|9|0||0|NA|NA|NA|NA|NA
2008|5|15|4|828|830|1132|1115|9E|5728|85019E|124|105|83|17|-2|MEM|CMH|518|3|38|0||0|0|0|17|0|0
2008|2|7|4|2126|2123|2253|2255|9E|2930|84449E|87|92|57|-2|3|DTW|AVP|398|3|27|0||0|NA|NA|NA|NA|NA
2008|12|31|3|925|905|1136|1055|9E|2469|85329E|191|170|155|41|20|MSP|BZN|874|4|32|0||0|20|0|21|0|0
2008|7|11|5|957|940|1056|1037|EV|4776|N820AS|119|117|91|19|17|ATL|MLI|633|2|26|0||0|2|15|2|0|0
